date|event
1930-10-01|Muere el arqueólogo Salvador Debenedetti, director de la restauración del pucará de Tilcara (Jujuy). Nació en Avellaneda (provincia de Buenos Aires) el 3 de marzo de 1884.
1933-10-01|Se le designa en la República Argentina su primer cardenal, monseñor Santiago Luis Copello, arzobispo de Buenos Aires.
1937-10-01|Día del Mar y de la Riqueza Pesquera.
1956-10-01|Muere en Buenos Aires el escritor tucumano Pablo Rojas Paz. Entre otras obras, escribió: "El patio de la noche", "El libro de las tres manzanas", "Hombres grises, montañas azules", "Los cocheros de San Blas" y "Alberdi, ciudadano de la soledad". Nació en la ciudad de Tucumán en 1896.
1960-10-01|Comienza a transmitir en Buenos Aires el Canal 13 de televisión.
1809-10-02|Nace en Montevideo el escritor, educador, periodista y librero Marcos Sastre. En su librería de Buenos Aires se fundó el Salón Literario. Es autor de "El Tempe Argentino", descripción poética y naturalista de la zona del Tigre (provincia de Buenos Aires). Falleció en su quinta de Belgrano el 15 de febrero de 1887.
1905-10-02|Nace en Buenos Aires el escritor y crítico de arte Jorge A. Romero Brest, fundador de la revista de arte "Ver y estimar", director del Instituto Di Tella, que abrió las puertas a artistas de vanguardia. Falleció en Buenos Aires el 12 de febrero de 1988.
1919-10-02|Fallece Victorino de la Plaza, politico y Presidente de Argentina de 1914 a 1916. Nació en Salta el 2 de noviembre de 1841.
1935-10-02|Nace en San Nicolás de los Arroyos Omar Sívori, jugador de futbol.
1978-10-02|Muere en Buenos Aires el vigoroso pintor Demetrio Urruchúa. Nació en Pehuajó (Pcia. de Buenos Aires) el 19 de abril de 1902.
1997-10-02|Día Nacional del Recolector de Residuos.
1837-10-03|Nace Nicolás Avellaneda en la ciudad de Tucumán, Presidente de Argentina (1874-1880), jurisconsulto, estadista y escritor. Fue Ministro de Instrucción Pública de Sarmiento (1868-1873). Durante su gestión se crearon numerosas escuelas y se dictó la Ley de Inmigración. Falleció en alta mar, frente a la Isla de Flores, el 25 de noviembre de 1885.
1873-10-03|Nace Vicente Gallo, abogado y político, en San Miguel de Tucumán.
1903-10-03|Se funda Cipolletti, Provincia de Río Negro.
1917-10-03|Día de la Odontología Latinoamericana.
1931-10-03|Se inaugura en Buenos Aires el lujoso palacio del Concejo Deliberante (actual Legislatura de la Ciudad de Buenos Aires), totalmente realizado con mármoles y otros materiales argentinos.
1940-10-03|Nace Nacha Guevara.
1942-10-03|Nace Roberto Perfumo.
1868-10-04|Nace en Buenos Aires Marcelo T. de Alvear, abogado, político, embajador, diputado y presidente de la Nación entre 1922 y 1928. Murió en Don Torcuato (Provincia de Buenos Aires) el 23 de marzo de 1942.
1923-10-04|Muere el legislador, diplomático, internacionalista y escritor Estanislao S. Zeballos, autor de "Viaje al país de los araucanos" y "Painé". Formó valiosas colecciones de material aborigen, producto de sus viajes. Fundó la "Revista de derecho, historia y letras". Nació en Rosario (provincia de Santa Fe) el 27 de julio de 1854.
1960-10-04|Por decreto del Poder Ejecutivo Nacional Nº 12.179 se reglamenta el funcionamiento de los institutos de enseñanza privada.
1977-10-04|Fallece José Ber Gelbard, político y ex-ministro, en Washington DC.
2009-10-04|Fallece Mercedes Sosa, cantante.
1815-10-05|Fallece en San Fernando (provincia de Buenos Aires), el economista y periodista Hipólito Vieytes. Propició la plantación de árboles y difundió nociones sobre agricultura práctica, de considerable utililidad. Nació en San Antonio de Areco (provincia de Buenos Aires) el 12 de agosto de 1762.
1900-10-05|Nace en Buenos Aires el destacado poeta Francisco Luis Bernárdez, autor de "La ciudad sin Laura", "El buque" y "Cielo de tierra". Escribió bellos sonetos y poemas de extenso metro y profundidad filosófica, como "La noche". Falleció en Buenos Aires el 24 de octubre de 1978.
1914-10-05|Fallece José Evaristo Uriburu, Presidente de Argentina.
1925-10-05|Día del Camino.
1975-10-05|Día del Ataque al Regimiento de Infantería de Monte 29.
1982-10-05|Día Nacional del Ave.
1978-10-06|Nace en Córdoba la modelo y actriz Pamela David.
2000-10-06|Carlos "Chacho" Álvarez renuncia a la Vicepresidencia de la Argentina, un poco más de año después se desata la crisis del 2001.
2006-10-06|Fallece el cineasta Eduardo Mignogna, ganador de premios Goya con "Sol de otoño" (1996), "El faro" (1998) y "La fuga" (2001).
1734-10-07|Es consagrado en Buenos Aires el Templo de San Ignacio, obra del arquitecto jesuita Juan Kraus.
1793-10-07|Es fundada la ciudad de Rosario.
1901-10-07|Nace en Gualeguay (provincia de Entre Ríos) el notable poeta y ensayista Carlos Mastronardi, autor, entre otras obras, de "Tierra amanecida", "Luz de provincia" y "Conocimiento de la noche". Falleció en Buenos Aires el 5 de junio de 1976.
1939-10-07|Nace Enrique Pinti, humorista y actor.
1812-10-08|Fallece Juan José Castelli, político que participó en la Revolución de Mayo.
1812-10-08|Se inaugura el Segundo Triunvirato en Buenos Aires.
1814-10-08|Por decreto del Supremo Gobierno de las Provincias Unidas del Río de la Plata, se crea la provincia de Tucumán.
1895-10-08|Nace Juan Domingo Perón, general, politico, y Presidente de Argentina.
1898-10-08|Aparece en Buenos Aires la revista "Caras y Caretas", fundada por José S. Alvarez "Fray Mocho". El archivo de la misma se ha incorporado al Archivo General de la Nación.
1927-10-08|Nace César Milstein, bioquímico y Premio Nobel de Medicina en 1984.
1927-10-08|Fallece Ricardo Güiraldes, novelista y poeta, autor de Don Segundo Sombra.
1928-10-08|Muere la educadora y novelista Victorina Malharro, autora de "Entretelones de la escuela primaria" y "Estudiando geografía". Nació en Buenos Aires el 12 de enero de 1881.
1982-10-08|Fallece Fernando Lamas, actor Argentino-Americano.
1990-10-08|Día Nacional del Patrimonio Natural y Cultural Argentino.
2004-10-08|Día del Trabajador Rural.
2007-10-08|Día Nacional del Estudiante Solidario. Fecha en reconocimiento a la labor solidaria que cotidianamente llevan adelante miles de estudiantes argentinos y en memoria de los nueve alumnos y docentes de la Escuela Ecos de la Ciudad de Buenos Aires que el 8 de octubre de 2006 perdieron la vida al regresar de una actividad solidaria realizada en la Escuela N° 375 de El Paraisal, Chaco.
1841-10-09|Fallece Juan Galo de Lavalle.
1934-10-09|Fallece Héctor Valdivielso Sáez.
1934-10-09|Día del Guardaparque Nacional.
1936-10-09|Muere en la ciudad de La Plata el médico, filósofo y profesor Alejandro Korn, autor de "La libertad creadora" e "Influencias filosóficas en la evolución nacional". Nació en San Vicente (provincia de Buenos Aires) el 3 de mayo de 1860. La localidad de su nacimiento lleva actualmente su nombre.
1946-10-09|Nace Carlos López Puccio, integrante de Les Luthiers.
1948-10-09|Fallece Martín Doello Jurado.
1962-10-09|Nace Jorge Burruchaga, futbolista.
1964-10-09|Nace Martín Jaite, tenista.
1967-10-09|Es asesinado El Che Guevara.
1969-10-09|Día Mundial del Correo.
1974-10-09|Comienza a funcionar la Universidad Nacional del Centro de la Provincia de Buenos Aires.
1981-10-09|Fallece Julio Libonatti.
2006-10-09|Primera emisión del programa Estudio País 24, Canal 7.
2007-10-09|Christian Von Wernich es hallado culpable de 34 casos de privación ilegal de la libertad, 31 casos de tortura y 7 homicidios calificados, y condenado a reclusión perpetua.
1856-10-10|Muere Vicente López y Planes, autor de la letra del Himno Nacional Argentino. Nació en la ciudad de Buenos Aires en 1785.
1888-10-10|Nace en Buenos Aires Teodoro Bronzini, político Argentino, e intendente de Mar del Plata.
1913-10-10|Muere el notable escritor, militar y diplomático Lucio V. Mansilla, autor de "Una excursión a los indios ranqueles", una de las más importantes obras de la literatura argentina. Nació en Buenos Aires el 23 de diciembre de 1831.
1925-10-10|Se inaugura en Buenos Aires el monumento a Leandro N. Alem, obra del escultor Pedro Zonza Briano.
1977-10-10|Muere el notable escultor José Fioravanti. Participó en la creación del Monumento a la Bandera, inaugurado en Rosario (provincia de Santa Fe). Realizó también otros monumentos, como el de Roque Sáenz Peña y el de Nicolás Avellaneda, ambos, en Buenos Aires. Nació en la Capital Federal el 4 de agosto de 1896.
1982-10-10|Muere en Buenos Aires el notable escritor, poeta, ensayista, abogado y dramaturgo Bernardo Canal Feijóo, autor, entre otras obras, de "Pasión y muerte de Silverio Leguizamón" y "De la estructura mediterránea argentina". Nació en la ciudad de Santiago del Estero el 23 de julio de 1897.
1629-10-11|Muere en Buenos Aires el sacerdote franciscano, misionero y evangelizador Fray Luis de Bolaños, que predicó ante los indios en guaraní, idioma al que tradujo el catecismo. Nació en Andalucía (España) en 1539.
1846-10-11|Nace Carlos Pellegrini, presidente de Argentina entre 1890 y 1892. Falleció el 17 de julio de 1906.
1885-10-11|Nace en Londres la doctora Alicia Moreau de Justo, médica, pacifista y humanista. Esposa del médico, legislador y político socialista Juan B. Justo. Se graduó como médica en Buenos Aires en 1914 y es autora de "La mujer en la democracia". Presidió la Conferencia por la Paz de América (1936) y propició el voto femenino. Falleció en Buenos Aires el 12 de mayo de 1986.
1894-10-11|Nace Luis Ángel Firpo boxeador.
1904-10-11|Nace Tita Merello, actriz y cantante de tango.
1943-10-11|Día del Martillero y Corredor Público. La instauración del 11 de octubre como "Día del Martillero y Corredor Público" se produjo en el año 1943, cuando se creó la Federación Argentina de Entidades de Martilleros.
2000-10-11|Día Nacional de la Patagonia.
1629-10-12|Se inaugura en Buenos Aires el Templo de la Iglesia de la Recolección Franciscana de San Pedro de Alcántara y Nuestra Señora del Pilar de Zaragoza (La Recoleta).
1785-10-12|Nace Eduardo Pérez Bulnes, representante al Congreso de Tucumán que declaró la independencia argentina.
1812-10-12|Fallece Juan José Castelli, político argentino que participó en la Revolución de Mayo.
1812-10-12|Nace en San Juan la educadora María del Rosario Sarmiento, hermana del prócer y la menor de la familia. Durante la presidencia de Sarmiento, se hizo cargo de la casa de él en Buenos Aires. Al fallecer su hermano, la educadora regresó a San Juan, donde falleció el 28 de setiembre de 1902.
1881-10-12|Se funda la ciudad de Necochea.
1881-10-12|Nace Carlos López Buchardo, músico argentino y fundador de Conservatorio Nacional de Música.
1904-10-12|Manuel Quintana asume la presidencia de Argentina.
1923-10-12|Se inaugura en Luján (provincia de Buenos Aires) el Museo Colonial e Histórico de la provincia de Buenos Aires (hoy Complejo Museográfico Enrique Udaondo).
1957-10-12|Se inaugura en Buenos Aires el Museo de la Casa de Gobierno, especializado en retratos, objetos y documentos de presidentes argentinos.
1847-10-13|Nace en Buenos Aires el pintor porteño Eduardo Sívori, una de las principales figuras de la corriente realista. Autor de "Tropa de carretas", uno de los primeros grabados al aguafuerte realizados en nuestro país. En 1887 expuso en París "Le lever de la bonne" ("El despertar de la sirvienta"), un desnudo femenino naturalista que despertó el escándalo en nuestro país. Falleció en la Capital Federal el 5 de junio de 1918.
1865-10-13|Muere en Buenos Aires el educador francés Amadeo Jacques, profesor de filosofía y ciencias naturales, exaltado por Miguel Cané en "Juvenilia". Nació en París (Francia) el 4 de julio de 1813. En la Argentina, se vio obligado a distintas actividades en Entre Ríos, Santiago del Estero y Tucumán. Fue brillante profesor del Colegio Nacional de Buenos Aires.
1912-10-13|Muere en Buenos Aires el poeta y periodista entrerriano Evaristo Carriego, autor de "Misas herejes" y "La canción del barrio". Creó una verdadera mitología del barrio y sus personajes y temas: el guapo, la costurerita, el velorio, el organito. Borges elogió en gran medida su poesías. Carriego nació en Paraná (provincia de Entre Ríos) el 7 de mayo de 1883.
1970-10-13|Fallece Alberto Prebisch, arquitecto argentino y diseñador del Obelisco de Buenos Aires.
1972-10-13|Comienza a funcionar la Universidad Nacional de Lomas de Zamora (provincia de Buenos Aires).
1974-10-13|Día del Psicólogo.
1959-10-14|Se funda la Universidad Tecnológica Nacional.
1980-10-14|Fallece el guitarrista Oscar Alemán.
1989-10-14|Muere en Buenos Aires el arquitecto de tendencia vanguardista y crédito internacional, Amancio Williams. Nació en la Capital Federal el 19 de febrero de 1913. Un proyecto suyo, titulado "Sala para el espectáculo plástico y el sonido en el espacio", recibió medalla de oro en una exposición internacional de Bruselas.
2000-10-15|Comienza la Semana de la Familia.
1816-10-15|Día de las Cooperadoras Escolares.
1881-10-15|Nace en Lobería (provincia de Buenos Aires) el destacado cirujano, legislador, diplomático y escritor José Arce. Su obra "Las Malvinas" fue publicada en Madrid en 1968, en vida del autor. Falleció ese mismo año en Capital Federal.
1885-10-15|Nace en La Plata (provincia de Buenos Aires) el notable escultor Alberto Lagos, autor de "El arquero", "Perito Moreno" y "El inmigrante". Falleció en Buenos Aires el 3 de febrero de 1960.
1974-10-15|Fallece en Buenos Aires el notable pintor Miguel Diomede. Iniciado con una pintura de grueso empaste, fue progresivamente sutilizando las formas. Sus autorretratos y sus naturalezas muertas se cuentan entre lo más significativo de la pintura argentina. Nació en Buenos Aires el 20 de julio de 1902.
1984-10-15|Le es concedido el Premio Nobel de Medicina al científico argentino César Milstein.
2001-10-15|Día de la mujer rural.
1926-10-16|Se inaugura en Buenos Aires el monumento al general Carlos María de Alvear, obra del escultor francés Antonio Bourdelle, discípulo y colaborador de Rodin. Es uno de los más bellos monumentos ecuestres de la escultura mundial.
1938-10-16|Se inaugura en San Antonio de Areco (provincia de Buenos Aires) el Museo y Parque Criollo "Ricardo Güiraldes".
1941-10-16|Se crea la Flota Mercante del Estado.
1779-10-17|Nace el sacerdote y político José Andrés Pacheco de Melo.
1797-10-17|Nace Juan Lavalle militar y político.
1905-10-17|Se sanciona la Ley Nº 4.874, conocida como "Ley Lainez", que establece la creación de escuelas primarias nacionales en las provincias.
1914-10-17|Muere en La Paz (Bolivia) el historiador, político y diplomático Adolfo Saldías, uno de los primeros en intentar la reivindicación rosista y autor de "Historia de la Confederación Argentina", "Un siglo de instituciones", "Historia de Rozas" y de "Papeles de Rozas". Nació en Buenos Aires el 6 de septiembre de 1849.
1919-10-17|Comienza a funcionar la Universidad Nacional del Litoral.
1920-10-17|Nace la actriz Zully Moreno.
1930-10-17|Abre la Linea B del subterráneo de Buenos Aires.
1945-10-17|Se produce en Buenos Aires una gran movilización obrera y sindical que exigía la liberación del coronel Juan Domingo Perón.
1801-10-18|Nace el General Justo José de Urquiza, político y presidente de la Confederación Argentina.
1832-10-18|La Provincia de Tucumán firma el Pacto Federal.
1869-10-18|Aparece en Buenos Aires el diario La Prensa, fundado por José C. Paz.
1872-10-18|Se funda la ciudad de Posadas (Misiones).
1883-10-18|Se crea el Observatorio Astronómico de La Plata.
1891-10-18|Se funda el Banco de la Nación Argentina por el presidente Carlos Pellegrini.
1937-10-18|Se inaugura en San Nicolás de los Arroyos (provincia de Buenos Aires) el Museo Biblioteca de la Casa del Acuerdo de San Nicolás.
1977-10-18|Se incendia el Teatro Argentino de La Plata.
2007-10-18|Abre la primera fase de la Línea H del subterráneo de Buenos Aires.
1835-10-19|Nace Manuel Quintana, quien ejerció la presidencia de la República desde 1904 a 1906.
1836-10-19|Fallece Fray Justo Santa María de Oro, diputado del Congreso de Tucumán de 1816, destacado por una fervorosa defensa del republicanismo.
1914-10-19|Fallece Julio A. Roca, quien fuera presidente de la Nación durante dos períodos.
1937-10-19|Fallece en la Ciudad de Buenos Aires el prestigioso cirujano Pedro Chutró.
1975-10-19|Muere en Buenos Aires el autor teatral, compositor y letrista de canciones populares Cátulo Castillo, autor de la música de "Organito de la tarde", de letras de tangos como "Tinta roja" y "El último café" y del vals "Caserón de tejas". Nació en Buenos Aires el 6 de agosto de 1906.
1580-10-20|El Cabildo de Buenos Aires elige como patrono de la ciudad a San Martín de Tours y patrona a Nuestra Señora de las Nieves.
1924-10-20|Fallece Clemente Onelli, reconocido naturalista y antropólogo que se desempeñó durante varios años como Director del Zoológico de Buenos Aires.
1994-10-20|Por Ley Provincial N°11.551, fue creado el Municipio de Malvinas Argentinas en la Provincia de Buenos Aires, tras la división del ex General Sarmiento.
2010-10-20|Es asesinado el militante Mariano Ferreyra por una banda armada que respondía al sindicato Unión Ferroviaria.
1871-10-21|Nace Nicolás Repetto, médico y lider del Partido Socialista de Argentina.
1886-10-21|Fallece en Buenos Aires el escritor, periodista y político José Hernández, autor del Martín Fierro y de "La vuelta de Martín Fierro". Nació en la chacra de Pueyrredón, actual partido de San Martín (provincia de Buenos Aires), que hoy es el Museo Histórico José Hernández, el 10 de noviembre de 1834, fecha tomada para la conmemoración del Día de la Tradición.
1944-10-21|Día del Seguro. Fue establecido por el Decreto Nº 24.203 del 8 de septiembre de 1944. La fijación de ese día fue propiciada por la Superintendencia de Seguros de la Nación para conmemorar la primera iniciativa gubernamental, atribuida a Bernardino Rivadavia, de crear un Banco de descuentos y una Compañía de Seguros Marítimos que, aunque no llegó a materializarse, se concretó el 21 de octubre de 1811 en una nota dirigida por el Primer Triunvirato al Tribunal del Consulado.
1854-10-22|Fallece el General José María Paz, destacado militar argentino.
1892-10-22|Se inaugura en La Plata el primer tranvía eléctrico de Argentina, ciudad donde también había funcionado el primer tranvía a vapor del país.12​
2004-10-22|Se establece el 22 de octubre de cada año como el Día Nacional del Derecho a la Identidad, en conmemoración a la lucha de las Abuelas de Plaza de Mayo.
1730-10-23|Es fundada la Bajada del Paraná, la actual ciudad de Paraná.
1859-10-23|La Batalla de Cepeda ocurre en la Cañada de Cepeda, Provincia de Santa Fé.
1868-10-23|Fallece Mariquita Sánchez de Thompson, patriota argentina. Fue la primera persona en entonar las estrofas del Himno Nacional Argentino.
1889-10-23|Se funda Moisés Ville en la Provincia de Santa Fé.
1914-10-23|Fallece José Evaristo Uriburu, jurisconsulto y político que ejerció la presidencia de la Nación entre 1895 y 1898.
1947-10-23|Bernardo Houssay gana el Premio Nobel de Medicina.
1951-10-23|Nace Charly García, músico.
1871-10-24|Es inaugurado el Observatorio Astronómico de Córdoba, el primero del país.
1948-10-24|Día de las Naciones Unidas. En Argentina, se conmemora a partir del Decreto del Poder Ejecutivo Nacional Nº 19.326, de 1956.
1978-10-24|Fallece el poeta Francisco Luis Bernárdez, autor de obras como "La ciudad sin Laura" y "El buque".
1980-10-24|Fallece el poeta y autor teatral César Tiempo.
1789-10-25|Nace el militar y político Carlos María de Alvear, quien fuera Director Supremo en 1815.
1938-10-25|Fallece la poetisa Alfonsina Storni, autora de obras como "Languidez" y "Ocre, Mascarilla y trébol".
1915-10-25|Nace José Marrone, humorista.
1967-10-25|Día Internacional de la Alfabetización. Su antecedente se encuentra en las disposiciones de la Primera Reunión del Congreso Mundial de Ministros de Educación, realizado en Teherán (Irán) en 1965 (del que participó Argentina) y donde se determinó unificar acciones para la erradicación del analfabetismo.
1978-10-25|Muere en Buenos Aires el director cinematográfico y escritor Leopoldo Torre Nilsson. Renovó el estilo de filmación, hasta definir una imagen que hace reconocibles todas sus películas. Nació en Buenos Aires el 3 de febrero de 1924.
2000-10-25|Fallece Alberto Demiddi remador Argentino quién compitió en la Olimpíadas de 1964, 1968 y 1972.
1811-10-26|Durante el Gobierno de la Junta Grande, presidida por Cornelio Saavedra, en Buenos Aires se estableció el primer reglamento de Libertad de Imprenta.13​
1909-10-26|Nace Dante Quinterno, creador de historietas Argentino, creador de Patoruzú.
1965-10-26|Desde la base General Belgrano, en la Antártida, parte la primera expedición argentina al Polo sur, liderada por el Coronel Jorge Edgar Legal.
1980-10-26|Fallece la educadora Martha Salotti, autora de obras como "La lengua viva", "Juguemos en el bosque" y "Un viaje a la Luna".
1993-10-26|Fallece el lingüista Ángel Battistessa, autor de obras como "Voces de Francia", "Homenaje a Goethe" y "Poeta y prosistas españoles".
1810-10-27|El Combate de Cotagaita, un enfrentamiento entre las fuerzas del Ejército del Norte enviadas por la Primera Junta de gobierno de Buenos Aires al Alto Perú.
1970-10-27|El científico Luis Federico Leloir recibe en Estocolmo el Premio Nobel de Química.
2010-10-27|Fallece Néstor Kirchner, político y ex-presidente de Argentina.
1900-10-28|Nace en Almería (España) el poeta, escritor y profesor Fermín Estrella Gutiérrez, autor de "El cántaro de plata" y "Sonetos de la soledad del hombre". Falleció en Buenos Aires el 18 de febrero de 1990.
1908-10-28|Nace el político Arturo Frondizi, quien ejerciera la presidencia de la República entre 1958 y 1962.
1951-10-28|El automovilista Juan Manuel Fangio gana su primer campeonato de Fórmula 1.
1969-10-29|Es inaugurada la Base Antártica Marambio.
1804-10-30|Nace la educadora Bienvenida Sarmiento, hermana de Domingo Faustino Sarmiento, quien fundara escuelas en Argentina y Chile
1902-10-30|Es ejecutada por primera vez la Marcha de San Lorenzo.
1921-10-30|La selección argentina de fútbol gana por primera vez el Campeonato Sudamericano.
1960-10-30|Nace en Villa Fiorito el futbolista Diego Armando Maradona.
1979-10-30|Fallece el dibujante Oscar Conti, conocido bajo el seudónimo de Oski.
1983-10-30|Raúl Alfonsín gana las elecciones presidenciales.
1808-10-31|Fallece el poeta y dramaturgo Manuel Lavardén.
1925-10-31|Fallece el psiquiatra y escritor José Ingenieros, autor de obras como La simulación en la lucha por la vida y El hombre mediocre.
1950-10-31|Fallece el poeta Alfredo Bufano, autor de Canciones de mi casa.
1968-10-31|Fallece la actriz argentina Lola Membrives.
1786-11-01|Nace Mariquita Sánchez de Thompson, en cuya casa se cantó por primera vez el Himno Nacional Argentino.
1878-11-01|Nace Carlos Saavedra Lamas, jurista ganador del Premio Nobel de la Paz.
1907-11-01|Nace Homero Manzi, escritor y guionista de cine.
1782-11-02|Nace en Buenos Aires Eustoquio Díaz Vélez, militar quién tomó parte de la guerra Argentina de la Independencia.
1840-11-02|Nace Victorino de la Plaza, politico y Presidente de Argentina de 1914 a 1916.
1910-11-02|Nace el poeta Enrique Molina, uno de los representantes de la llamada Generación del '40.
1935-11-02|Nace el escritor Eduardo Gudiño Kieffer, en Esperanza, Santa Fe.
1959-11-02|Es fundada la Universidad Católica de Cuyo.
1783-11-03|Se funda en Buenos Aires el Real Colegio de San Carlos, predecesor del Colegio Nacional de Buenos Aires.
1864-11-03|Fallece el poeta, militar, político y abogado Juan Chassaing.
1870-11-03|Fallece el pintor Prilidiano Pueyrredón, cuyas obras de tema gauchesco adquirieron gran valor artístico.
1903-11-03|Es fundado el Club Atlético Newell's Old Boys.
1934-11-03|Se funda la Asociación del Fútbol Argentino por fusión de la Liga Argentina de Football y la Asociación Argentina de Football Amateurs y Profesionales.
1950-11-03|El seleccionado argentino de basquet se consagra por primera vez campeón del mundo.
1982-11-03|Fallece el arquitecto y pintor Alejandro Bustillo, quien proyectó el edificio de la sede central del Banco de la Nación Argentina.
1992-11-03|Fallece Armando Tejada Gómez, poeta y folclorista argentino.
1838-11-04|Nace Federico Lacroze, empresario argentino cofundador, junto a su hermano Julio, de la primera empresa de tranvías del país.
1937-11-04|Fallece el naturalista y escritor Eduardo Ladislao Holmberg.
1949-11-04|Fallece el escultor Agustín Riganelli.
1964-11-04|Fallece el escritor Ezequiel Martínez Estrada, autor de obras como Títeres de pies ligeros, Radiografía de la pampa y La cabeza de Goliat.
1884-11-05|Se crea la Biblioteca Nacional de Maestros, en la Ciudad de Buenos Aires.
1956-11-05|Se crea la Universidad del Museo Social Argentino.
2009-11-05|Muere Félix Luna, abogado, historiador, escritor, artista y político argentino.
1880-11-06|Fallece el periodista, militar y poeta gauchesco Estanislao del Campo, autor de Fausto y Gobierno gaucho.
1892-11-06|Fallece la escritora y periodista Juana Manuela Gorriti.
1959-11-06|Fallece el escritor Juan Carlos Dávalos, autor de El viento blanco y Los casos del zorro.
1810-11-07|Se produce la Batalla de Suipacha.
1980-11-07|Fallece el pintor Vicente Forte.
1814-11-08|Creación del Regimiento de Infantería de Montaña 11 "Grl. Las Heras".
1817-11-09|Es creado en Mendoza el Colegio de la Santísima Trinidad, por iniciativa de José de San Martín.
1835-11-09|Fallece José Ignacio de Gorriti, diputado al Congreso de Tucumán, en exilio en Bolivia.
1914-11-09|El Dr. Luis Agote realiza la primera transfusión de sangre del país.
1934-11-09|Abre la Línea C del subterráneo de Buenos Aires.
1946-11-09|Fallece el Dr. Salvador Mazza, descubridor del mal de Chagas-Mazza.
1834-11-10|Nace el político y escritor José Hernández, autor del Martín Fierro.
1951-11-10|Se realiza el primer llamado telefónico de larga distancia del país, sin intervención de una operadora.
1859-11-11|Se firma el Pacto de San José de Flores.
1875-11-11|Se inaugura el Parque Tres de Febrero de la Ciudad de Buenos Aires, durante la presidencia de Domingo Faustino Sarmiento.
1951-11-11|Es reelegido presidente de Argentina Juan Domingo Perón.
1863-11-12|Es asesinado el caudillo riojano Ángel Vicente Peñaloza, uno de los últimos líderes alzados contra el centralismo de Buenos Aires.
1954-11-12|Fallece el médico y político Luis Agote, descubridor de un método que evita la coagulación en la transfusión de sangre.
1963-11-12|Fallece el boxeador José María Gatica
1982-11-12|Fallece el escritor Eduardo Mallea, autor de obras como Historia de una pasión argentina, La bahía de silencio, Chaves y La ciudad junto al río inmóvil.
1901-11-13|Nace en la Lincoln el político, escritor y periodista Arturo Jauretche. Fue uno de los fundadores del movimiento político FORJA, de ideología radical. En homenaje, todos los 13 de noviembre se celebra el Día del Pensamiento Nacional.
1982-11-13|Fallece el actor Ángel Magaña, quien se desempeñó en papeles protagónicos en películas como Viento norte, Su mejor alumno y La guerra gaucha.
1898-11-14|Nace el educador Juan Mantovani.
1909-11-14|Simón Radowitzky mata a Ramón Falcón
1962-11-14|Fallece el escritor Manuel Gálvez, autor de obras como El mal metafísico y La maestra normal.
1573-11-15|Es fundada la ciudad de Santa Fe.
1867-11-15|Se publica por primera vez el Diario La Capital, en la ciudad de Rosario.
1886-11-15|Nace uno de los poetas más importantes de la literatura argentina: Baldomero Fernández Moreno.
1916-11-16|Nace en Buenos Aires, Malvina Pastorino, actriz.
1866-11-17|Nace la escultora Lola Mora
1875-11-17|Muere el poeta Hilario Ascasubi
1944-11-17|Nace el actor Arturo Puig
1952-11-17|Nace el cantante y compositor Enrique Llopis
1968-11-17|Nace el político, empresario y hombre de derecho Oscar Héctor Alva. Presidente del Partido PAÍS de la Provincia de Buenos Aires y de la Liga Federal Peronista Nacional.
1969-11-17|Nace la actriz Cecilia Dopazo
1844-11-18|Fallece José Rondeau, Director Supremo de las Provincias Unidas del Río de la Plata.
1908-11-18|Nace en Mar del Plata Juan Carlos Castagnino, pintor.
1831-11-19|Nace José Evaristo Uriburu, Presidente de Argentina.
1882-11-19|Dardo Rocha funda la ciudad de La Plata, capital de la provincia de Buenos Aires.
1797-11-20|Nace María de los Remedios de Escalada, futura esposa del General José de San Martín.
1845-11-20|Combate de la Vuelta de Obligado en el río Paraná.
1951-11-20|Nace León Gieco, músico de rock.
1771-11-21|Nace Domingo French, un militar argentino que luchó en la Guerra de la Independencia Argentina y protagonista de la Revolución de Mayo.
2001-11-21|El expresidente Carlos Menem, queda en libertad, tras haber estado preso 166 días, por la causa de venta ilegal de armamento a Ecuador.
1859-11-22|Nace la doctora Cecilia Grierson. Muere el explorador y naturista Francisco Pascasio Moreno.
1861-11-22|Muere Paula Albarracín de Sarmiento, madre del prócer Domingo Faustino Sarmiento.
1916-11-22|Nace el humorista Julio Victorio De Rissio, conocido como Doctor Tangalanga
1955-11-22|El cadáver de Eva Perón es secuestrado de las oficinas de la CGT.
1992-11-22|Muere el automovilista Roberto Mouras.
1946-11-23|Nace la escritora Adela Basch.
1954-11-23|Se crea la asociacion de bomberos voluntarios en Carmen de Areco.
2004-11-23|Muere el periodista Adolfo Castelo.
1794-11-24|Nace Juan Cruz Varela, poeta y político.
1818-11-24|El capitán Hipólito Bouchard, al mando de las fragatas "Argentina" y "Chacabuco", se apodera de la plaza española de San Carlos de Monterrey.
1822-11-24|Las provincias de Buenos Aires y Santa Fe celebran el Tratado de Benegas.
1849-11-24|Inglaterra firma un convenio con la Provincia de Buenos Aires (gobernada por Juan Manuel de Rosas) por el cual se retira del bloqueo del Río de la Plata, que realizaba junto a Francia.
1910-11-24|Nace la cantante Libertad Lamarque.
1941-11-24|Nace el historietista Horacio Altuna.
1985-11-24|Muere Ladislao Biró, inventor del bolígrafo.
1986-11-24|Nace la actriz Micaela Vázquez.
1885-11-25|Muere el ex presidente Nicolás Avellaneda.
1977-11-25|Nace el tenista Guillermo Cañas.
